brandstof_omschrijving,brandstof_volgnummer,brandstofverbruik_buiten,brandstofverbruik_gecombineerd,brandstofverbruik_stad,co2_uitstoot_gecombineerd,emissiecode_omschrijving,geluidsniveau_stationair,kenteken,milieuklasse_eg_goedkeuring_licht,nettomaximumvermogen,toerental_geluidsniveau,co2_uitstoot_gewogen,geluidsniveau_rijdend,nominaal_continu_maximumvermogen,uitstoot_deeltjes_licht,roetuitstoot
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,58PJB8,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Benzine,1,5.50,6.80,9.10,157,Euro 4,83,07JGS8,70/220*2003/76B,70.00,4500,NA,NA,NA,NA,NA
Benzine,1,3.60,4.30,5.40,97,Euro 6,72,RG812S,715/2007*2016/646W,73.50,3750,NA,67,NA,0.00190,NA
Benzine,1,4.00,4.60,5.50,103,Euro 6,76,PK274J,715/2007*2016/646W,81.00,3750,NA,70,NA,0.00203,NA
Benzine,1,4.80,6.00,8.00,139,Euro 5,82,13JNT3,715/2007*692/2008A,92.00,3750,NA,NA,NA,0.00220,NA
Benzine,1,4.70,5.70,7.50,133,Euro 5,82,17KKG4,715/2007*692/2008A,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.10,4.70,5.70,109,Euro 6,75,NG831N,715/2007*2016/646W,60.00,3750,NA,71,NA,NA,NA
Benzine,1,4.80,5.80,7.40,137,Euro 4,82,58HLB2,70/220*2006/96B,92.00,3750,NA,NA,NA,NA,NA
Diesel,1,5.30,5.70,6.40,149,Euro 6,67,5ZKH82,715/2007*136/2014W,140.00,2375,NA,NA,NA,0.00032,0.50
Benzine,1,4.30,5.00,6.20,113,Euro 6,75,PK567Z,715/2007*2016/646ZD,110.00,3750,NA,68,NA,0.00017,NA
Diesel,1,6.70,7.40,8.60,195,Euro 5,73,GF059V,715/2007*630/2012J,180.00,2375,NA,72,NA,0.00081,0.50
Benzine,1,4.70,5.90,7.90,138,Euro 5,79,94TFV5,715/2007*566/2011A,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,75,36ZTZ4,715/2007*630/2012J,48.00,3375,NA,NA,NA,0.00178,NA
Diesel,1,6.20,7.50,9.70,199,Euro 5,72,15TPT1,715/2007*692/2008A,176.00,2375,NA,NA,NA,0.00016,0.50
Benzine,1,5.10,6.00,7.60,139,Euro 6,76,GL879H,715/2007*136/2014W,103.00,3750,NA,NA,NA,NA,NA
Diesel,1,5.40,5.70,6.20,149,Euro 6,70,ND729L,715/2007*2015/45W,200.00,2375,NA,68,NA,0.00160,0.50
Benzine,1,6.40,7.80,10.30,187,Euro 4,87,92ZKGL,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Benzine,1,3.90,4.90,6.60,114,Euro 6,72,NV886K,715/2007*2015/45W,74.00,3700,NA,72,NA,0.00095,NA
Benzine,1,4.90,6.00,7.90,143,Euro 4,85,40SKNF,70/220*2003/76B,54.00,4050,NA,73,NA,NA,NA
Diesel,1,3.10,3.40,3.90,88,Euro 5,71,04ZFX1,715/2007*566/2011J,77.00,2700,NA,NA,NA,0.00026,0.50
Benzine,1,3.60,4.10,5.10,94,Euro 6,72,NJ786D,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,4.90,6.10,8.20,145,Euro 4,85,02KJB3,70/220*2003/76B,54.00,4050,NA,74,NA,NA,NA
Benzine,1,5.00,6.10,8.00,146,Euro 4,80,36ZSBF,70/220*2003/76B,66.00,4200,NA,71,NA,NA,NA
Benzine,1,5.40,6.00,7.00,139,Euro 6,72,7TLL35,715/2007*630/2012W,125.00,3750,NA,NA,NA,0.00019,NA
Benzine,1,6.10,7.70,10.40,185,Euro 4,82,45RZSV,70/220*2002/80B,92.00,4200,NA,72,NA,NA,NA
Benzine,1,5.20,6.50,8.70,156,Euro 4,81,93XBHR,70/220*2003/76B,85.00,4500,NA,72,NA,NA,NA
Benzine,1,4.90,6.10,8.40,144,Euro 5,73,PS689T,715/2007*692/2008A,103.00,3750,NA,72,NA,NA,NA
Benzine,1,4.00,4.70,5.80,110,Euro 6,82,KH857N,715/2007*136/2014W,66.00,3750,NA,68,NA,NA,NA
Benzine,1,4.10,4.80,5.90,112,Euro 6,82,KN465R,715/2007*136/2014W,66.00,3750,NA,68,NA,NA,NA
Benzine,1,6.00,7.70,10.60,184,NA,82,32HXJ9,NA,74.00,4500,NA,NA,NA,NA,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,74,39TKX1,715/2007*692/2008A,68.00,3000,NA,NA,NA,0.00053,0.51
Diesel,1,3.90,4.40,5.20,115,Euro 5,71,50PGB3,715/2007*692/2008A,100.00,2375,NA,NA,NA,0.00055,0.50
Benzine,1,NA,NA,NA,125,NA,82,44KRJ6,NA,51.00,4125,NA,NA,NA,NA,NA
Benzine,1,4.80,5.70,7.40,134,Euro 5,72,95TPH8,715/2007*566/2011F,125.00,3750,NA,NA,NA,0.00021,NA
Benzine,1,4.70,5.80,7.70,139,Euro 4,81,01ZLTT,70/220*2003/76B,59.00,4200,NA,NA,NA,NA,NA
Diesel,1,3.10,3.30,3.90,88,Euro 5,69,9TBL18,715/2007*630/2012J,81.00,2375,NA,NA,NA,NA,0.50
Benzine,1,5.10,6.00,7.60,139,Euro 5,76,5ZRR23,715/2007*630/2012J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.80,5.70,7.30,134,Euro 5,75,1KLK64,715/2007*459/2012J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,6.10,7.30,9.40,175,Euro 4,82,10RVTX,70/220*2003/76B,77.00,4500,NA,73,NA,NA,NA
Benzine,1,5.40,6.70,8.90,159,Euro 4,83,04KRN9,70/220*2003/76B,77.00,4500,NA,69,NA,NA,NA
Benzine,1,5.70,7.20,9.60,168,Euro 5,75,43SGZ2,715/2007*692/2008F,103.00,3750,NA,73,NA,NA,NA
Benzine,1,3.80,4.30,5.10,98,Euro 6,83,PD688J,715/2007*136/2014W,70.00,3750,NA,69,NA,0.00081,NA
Benzine,1,5.70,6.80,8.80,159,Euro 6,84,NK630T,715/2007*2015/45W,184.00,3750,NA,75,NA,0.00139,NA
Benzine,1,NA,NA,NA,NA,NA,81,15JKT8,NA,44.00,4500,NA,NA,NA,NA,NA
Benzine,1,5.30,6.60,8.80,158,Euro 4,81,66NLG1,70/220*2003/76B,85.00,4500,NA,72,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,7SBK03,715/2007*630/2012J,50.00,3750,NA,71,NA,NA,NA
Benzine,1,5.60,6.90,9.10,159,Euro 5,77,61NVV7,715/2007*692/2008A,115.00,3750,NA,NA,NA,0.00104,NA
Benzine,1,5.30,6.60,8.80,158,Euro 4,81,04JDH6,70/220*2003/76B,85.00,4500,NA,72,NA,NA,NA
Diesel,1,3.70,4.20,5.10,109,Euro 5,71,57SZS6,715/2007*692/2008A,85.00,2700,NA,NA,NA,0.00080,0.55
Diesel,1,4.30,5.10,6.50,138,Euro 4,81,57XRBZ,70/220*2003/76B,74.00,3300,NA,72,NA,0.02100,1.40
Benzine,1,4.00,4.40,5.20,101,Euro 6,72,PB465R,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,5.40,6.60,8.60,158,Euro 4,82,21RKLV,70/220*2002/80B,77.00,4500,NA,71,NA,NA,NA
Benzine,1,3.70,4.30,5.40,99,Euro 6,73,HL621F,715/2007*136/2014W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,5.50,6.70,8.70,159,NA,78,62NZL7,NA,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,5.10,6.30,119,NA,81,8TKX85,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Diesel,1,5.50,6.40,7.80,167,Euro 4,76,58GNT2,70/220*2006/96B,140.00,2500,NA,NA,NA,0.00080,0.50
Benzine,1,4.70,5.90,7.90,139,NA,80,62HNK4,NA,88.00,4500,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,46ZVH4,715/2007*566/2011F,50.00,3750,NA,71,NA,NA,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,80,77THK9,715/2007*692/2008A,70.00,3000,NA,NA,NA,0.00012,0.50
Benzine,1,4.60,5.50,7.10,129,Euro 5,73,62SRR9,715/2007*692/2008A,74.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.40,3.90,4.80,102,Euro 5,69,4KTL57,715/2007*630/2012J,77.00,2375,NA,NA,NA,0.00028,0.50
Benzine,1,4.10,4.90,6.20,114,Euro 6,82,JJ912H,715/2007*136/2014W,66.00,3750,NA,70,NA,NA,NA
Benzine,1,5.70,7.10,9.50,169,Euro 3,81,52PZBH,70/220*2002/80A,80.00,4350,NA,73,NA,NA,NA
Diesel,1,3.10,3.40,3.90,88,Euro 5,71,3SXX45,715/2007*630/2012J,77.00,2700,NA,NA,NA,0.00026,0.50
Benzine,1,4.80,5.80,7.60,134,Euro 5,77,32PFT7,715/2007*692/2008A,70.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,4.90,5.90,114,Euro 5,73,7SXJ72,715/2007*630/2012J,77.00,3750,NA,NA,NA,0.00041,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,76,6SRS56,715/2007*630/2012J,48.00,3750,NA,NA,NA,0.00178,NA
Benzine,1,3.40,3.80,4.50,88,Euro 6,76,JZ106T,715/2007*2015/45W,51.00,3750,NA,69,NA,NA,NA
Benzine,1,4.10,4.60,5.50,106,Euro 5,78,64NPT2,715/2007*692/2008F,50.00,3750,NA,71,NA,NA,NA
Benzine,1,4.90,5.90,7.80,142,Euro 4,78,82GPK9,70/220*2003/76B,63.00,4125,NA,68,NA,NA,NA
Benzine,1,3.90,4.50,5.50,102,Euro 5,74,5KRV55,715/2007*566/2011F,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.90,5.90,7.80,139,Euro 5,75,13TLL9,715/2007*566/2011J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.00,5.90,7.50,138,Euro 6,76,RT825R,715/2007*2015/45W,103.00,3750,NA,72,NA,NA,NA
Benzine,1,4.80,6.00,8.10,139,Euro 5,75,93SBH6,715/2007*692/2008A,92.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.70,4.30,5.40,99,Euro 6,74,PJ198B,715/2007*2015/45W,92.00,3750,NA,69,NA,0.00135,NA
Benzine,1,3.70,4.30,5.40,99,Euro 6,72,PH990J,715/2007*2015/45W,74.00,3750,NA,69,NA,0.00135,NA
Diesel,1,3.10,3.30,3.80,87,Euro 5,74,68XKJ5,715/2007*566/2011F,70.00,2850,NA,NA,NA,0.00030,0.62
Benzine,1,4.90,5.90,7.70,136,Euro 5,77,JB471D,715/2007*692/2008A,70.00,3750,NA,73,NA,NA,NA
Benzine,1,4.50,5.60,7.40,129,Euro 5,82,12NKS3,715/2007*692/2008A,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,4.90,5.80,115,Euro 5,81,94XPT4,715/2007*692/2008F,51.00,4125,NA,NA,NA,NA,NA
Benzine,1,5.60,6.60,8.50,154,Euro 5,76,5ZBS31,715/2007*195/2013J,103.00,3750,NA,NA,NA,NA,NA
Diesel,1,2.70,3.00,3.60,79,Euro 6,74,9XHZ15,715/2007*136/2014W,73.00,2813,NA,NA,NA,0.00008,0.51
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,47JFH1,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Benzine,1,6.40,8.20,11.30,197,Euro 4,85,47LKP5,70/220*2003/76B,110.00,4200,NA,74,NA,NA,NA
Diesel,1,3.80,4.20,5.00,109,Euro 6,73,NS692D,715/2007*2016/646W,110.00,2375,NA,69,NA,0.00005,0.50
Benzine,1,6.40,8.10,11.00,189,Euro 5,74,89RLG6,715/2007*692/2008A,149.00,3750,NA,NA,NA,0.00290,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,76,3TXL53,715/2007*630/2012J,59.00,3750,NA,NA,NA,0.00178,NA
Benzine,1,4.20,4.80,5.90,112,Euro 6,74,3SHG18,715/2007*630/2012W,103.00,3750,NA,NA,NA,0.00015,0.50
Benzine,1,3.90,4.50,5.50,103,Euro 6,83,SN545T,715/2007*136/2014W,70.00,3750,NA,70,NA,0.00044,NA
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,72TTGG,70/220*2003/76B,66.00,4200,NA,71,NA,NA,NA
Benzine,1,4.20,4.60,5.30,106,Euro 5,77,67XNS8,715/2007*566/2011J,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.10,4.70,5.70,109,Euro 6,75,RZ460J,715/2007*2016/646W,60.00,3750,NA,71,NA,NA,NA
Benzine,1,4.80,6.00,8.00,137,Euro 5,78,44XZZ3,715/2007*692/2008A,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.10,4.90,6.20,114,Euro 6,82,PP246G,715/2007*136/2014W,66.00,3750,NA,70,NA,NA,NA
Benzine,1,4.60,5.80,7.80,139,Euro 4,80,02RGRD,70/220*2002/80B,59.00,4200,NA,71,NA,NA,NA
Benzine,1,4.60,5.80,7.80,139,Euro 4,80,76RJJP,70/220*2002/80B,59.00,4200,NA,71,NA,NA,NA
Benzine,1,5.20,6.80,9.50,155,Euro 5,75,22PGX7,715/2007*692/2008A,115.00,3750,NA,NA,NA,0.00031,NA
Benzine,1,5.40,6.60,8.70,154,Euro 5,79,9SBT37,715/2007*692/2008F,118.00,3750,NA,73,NA,NA,NA
Benzine,1,4.70,5.50,6.90,129,Euro 4,80,13KRB3,70/220*2003/76B,63.00,4125,NA,70,NA,NA,NA
Diesel,1,5.50,6.40,7.90,167,Euro 5,76,31HZR6,715/2007*692/2008A,140.00,2500,NA,NA,NA,0.00093,0.50
Benzine,1,3.80,4.30,5.10,99,Euro 6,76,GD740R,715/2007*136/2014W,48.00,3750,NA,NA,NA,0.00120,NA
Benzine,1,4.60,5.50,7.00,129,Euro 5,78,65PGB9,715/2007*692/2008A,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.70,4.30,5.40,99,Euro 6,72,KP964J,715/2007*2015/45W,74.00,3750,NA,69,NA,0.00135,NA
Benzine,1,3.40,3.80,4.50,88,Euro 6,76,KN166K,715/2007*2015/45W,51.00,3750,NA,69,NA,NA,NA
Diesel,1,3.50,3.90,4.70,104,Euro 5,77,8SXN91,715/2007*459/2012J,103.00,3000,NA,NA,NA,0.00036,0.50
Benzine,1,5.10,6.40,8.60,149,Euro 6,79,PP027N,715/2007*2015/45W,77.00,3750,NA,74,NA,NA,NA
Benzine,1,5.10,6.00,7.60,139,Euro 5,76,6ZDP76,715/2007*630/2012J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,87XTF8,715/2007*566/2011F,50.00,3750,NA,71,NA,NA,NA
Benzine,1,3.90,4.30,5.20,100,Euro 6,72,NF471J,715/2007*136/2014W,77.00,3750,NA,69,NA,0.00240,NA
Benzine,1,7.30,8.50,10.40,197,Euro 5,74,52LBL3,715/2007*692/2008F,155.00,3800,NA,NA,NA,0.00147,NA
Benzine,1,3.40,3.80,4.50,88,Euro 6,76,SG600V,715/2007*2016/646W,51.00,3750,NA,69,NA,NA,NA
Benzine,1,4.40,4.90,5.80,115,Euro 5,81,80RVF9,715/2007*692/2008A,51.00,4125,NA,NA,NA,NA,NA
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,83ZDKP,70/220*2003/76B,66.00,4200,NA,71,NA,NA,NA
Benzine,1,4.90,5.90,7.80,139,Euro 5,75,37SHS4,715/2007*566/2011J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,08RTZ3,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,64PXB6,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.70,5.50,6.70,127,Euro 5,77,29ZLS8,715/2007*692/2008F,77.00,3750,NA,NA,NA,0.00248,NA
Benzine,1,4.70,5.90,7.90,138,Euro 5,73,07LRR7,715/2007*692/2008A,103.00,3675,NA,NA,NA,NA,NA
Diesel,1,3.70,4.00,4.60,106,Euro 6,72,RX072B,715/2007*2016/646W,85.00,2625,NA,68,NA,0.00013,0.51
Benzine,1,5.20,6.40,8.70,153,Euro 4,76,59XXHJ,70/220*2003/76B,65.00,3938,NA,72,NA,NA,NA
Benzine,1,5.70,7.20,9.80,169,Euro 5,78,6KJD09,715/2007*566/2011A,132.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.70,5.50,6.90,131,Euro 4,80,40HTZ9,70/220*2003/76B,63.00,4125,NA,70,NA,NA,NA
Benzine,1,5.10,6.10,7.90,144,Euro 5,74,26NSG1,715/2007*692/2008F,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,7.60,9.30,12.30,218,Euro 5,74,13RSK5,715/2007*692/2008A,199.00,3800,NA,NA,NA,0.00112,0.50
Benzine,1,6.80,8.20,10.80,195,Euro 4,81,58GZV6,70/220*2003/76B,80.00,4350,NA,NA,NA,NA,NA
Benzine,1,4.30,5.10,6.50,120,Euro 5,84,6SPS39,715/2007*459/2012J,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.50,6.40,8.00,149,Euro 5,76,1TJZ58,715/2007*566/2011J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,7.30,9.10,12.30,216,Euro 4,81,89PDS4,70/220*2003/76B,125.00,4500,NA,NA,NA,NA,NA
Benzine,1,4.40,5.10,6.20,118,Euro 5,78,43RKX9,715/2007*692/2008F,63.00,3600,NA,NA,NA,0.00170,NA
Diesel,1,3.10,3.40,3.90,88,Euro 5,75,6KNH52,715/2007*630/2012J,68.00,3000,NA,NA,NA,0.00053,0.51
Elektriciteit,2,NA,NA,NA,NA,Euro 6,NA,GN317F,715/2007*136/2014W,NA,NA,NA,NA,55.00,NA,NA
Benzine,1,NA,NA,NA,NA,Euro 6,76,GN317F,715/2007*136/2014W,110.00,3750,39.00000,73,NA,NA,NA
Benzine,1,3.70,4.10,5.10,94,Euro 6,72,PG575F,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,4.70,5.40,6.60,125,Euro 6,73,JL752B,715/2007*2015/45W,92.00,3750,NA,70,NA,0.00129,NA
Benzine,1,6.70,8.90,12.70,212,Euro 4,81,30GLG9,70/220*2003/76B,103.00,4500,NA,NA,NA,NA,NA
Benzine,1,4.30,4.80,5.60,109,Euro 5,77,11SVS3,715/2007*692/2008F,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.50,6.70,8.70,159,Euro 5,78,6KNL08,715/2007*692/2008A,74.00,3750,NA,71,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,22TSZ2,715/2007*566/2011F,50.00,3750,NA,71,NA,NA,NA
Diesel,1,4.00,4.50,5.40,119,Euro 5,74,5TDV27,715/2007*630/2012J,110.00,2375,NA,NA,NA,0.00025,0.50
Benzine,1,4.30,5.40,7.10,124,Euro 5,79,71ZNP6,715/2007*566/2011F,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,6.30,7.50,9.60,174,Euro 5,76,09PGH7,715/2007*692/2008F,118.00,3750,NA,NA,NA,0.00174,NA
Benzine,1,5.60,7.10,9.80,167,Euro 5,75,54LNL4,715/2007*692/2008A,85.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.80,6.00,8.10,139,Euro 5,75,23RNL7,715/2007*692/2008A,92.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.30,3.60,4.10,94,Euro 5,71,GD159L,715/2007*136/2014J,85.00,2700,NA,NA,NA,0.00057,0.50
LPG,2,6.20,7.60,10.10,182,NA,87,05XZLV,NA,103.00,4725,NA,74,NA,NA,NA
Benzine,1,6.20,7.60,10.10,182,NA,87,05XZLV,NA,103.00,4725,NA,74,NA,NA,NA
Benzine,1,4.90,6.30,8.70,146,Euro 5,75,4TPF61,715/2007*195/2013J,92.00,3700,NA,NA,NA,NA,NA
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,39SKS9,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Benzine,1,3.70,4.30,5.40,99,Euro 6,72,PD896T,715/2007*2015/45W,74.00,3750,NA,69,NA,0.00135,NA
Benzine,1,6.30,8.00,11.10,190,Euro 4,78,30RBVT,70/220*2002/80B,103.00,4500,NA,71,NA,NA,NA
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,77RFT9,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Benzine,1,4.70,5.90,7.90,138,Euro 5,79,29SVS3,715/2007*566/2011A,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.00,5.90,7.50,138,Euro 6,76,PK523L,715/2007*2015/45W,103.00,3750,NA,72,NA,NA,NA
Benzine,1,6.20,7.60,10.10,182,Euro 4,87,72XFSN,70/220*2003/76B,103.00,4725,NA,74,NA,NA,NA
Benzine,1,3.60,4.30,5.40,97,Euro 6,72,SL635J,715/2007*2016/646W,73.50,3750,NA,67,NA,0.00190,NA
Benzine,1,5.00,5.80,7.20,134,Euro 6,74,SR150J,715/2007*2016/646W,92.00,3750,NA,66,NA,0.00153,NA
Diesel,1,3.40,3.80,4.50,99,Euro 6,73,JN925B,715/2007*2015/45W,110.00,2375,NA,70,NA,0.00003,0.50
Benzine,1,5.20,6.40,8.70,153,Euro 4,76,01PXTT,70/220*2002/80B,65.00,3938,NA,72,NA,NA,NA
Benzine,1,6.40,7.80,10.30,187,Euro 4,87,25XZZR,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Benzine,1,5.90,7.40,10.00,178,Euro 4,84,70XZLT,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Benzine,1,3.90,4.30,5.10,100,Euro 6,75,2ZRR05,715/2007*195/2013W,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.10,4.80,5.80,112,Euro 6,82,NR971D,715/2007*136/2014W,66.00,3750,NA,68,NA,NA,NA
Benzine,1,5.70,7.20,9.80,173,Euro 4,83,46PZDB,70/220*2001/100B,74.00,4500,NA,69,NA,NA,NA
Benzine,1,4.20,5.00,6.20,113,Euro 6,75,RD229X,715/2007*2016/646ZD,110.00,3750,NA,68,NA,0.00017,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,33LVD4,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Diesel,1,5.20,6.00,7.50,159,Euro 4,75,48GSG1,70/220*2006/96B,105.00,3150,NA,NA,NA,0.00060,0.50
Elektriciteit,2,NA,NA,NA,NA,Euro 5,NA,2KVG87,715/2007*630/2012F,NA,NA,NA,NA,20.00,NA,NA
Diesel,1,3.60,3.40,3.10,88,Euro 5,75,2KVG87,715/2007*630/2012F,120.00,2888,NA,NA,NA,0.00065,0.51
Diesel,1,4.50,4.90,5.60,129,Euro 5,74,3TFL49,715/2007*566/2011F,130.00,2375,NA,71,NA,NA,0.50
Benzine,1,3.80,4.30,5.10,99,Euro 5,75,7KVV94,715/2007*630/2012J,48.00,3375,NA,NA,NA,0.00178,NA
Benzine,1,7.10,8.70,11.50,197,Euro 6,90,RV429V,715/2007*2016/646W,331.00,3750,NA,70,NA,0.00037,NA
Diesel,1,3.40,3.80,4.30,98,Euro 6,70,GB942T,715/2007*136/2014W,88.00,2700,NA,NA,NA,0.00052,0.50
Diesel,1,4.70,5.60,7.20,149,Euro 5,73,RZ062D,715/2007*566/2011F,120.00,2813,NA,68,NA,0.00045,0.51
Benzine,1,5.00,6.10,8.00,143,Euro 5,73,64RTP4,715/2007*692/2008F,88.00,3600,NA,NA,NA,NA,NA
Diesel,1,2.90,3.10,3.50,82,Euro 6,75,HT488F,715/2007*2015/45W,73.00,2813,NA,70,NA,0.00008,0.51
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,40TJZ8,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Benzine,1,4.00,4.60,5.60,105,Euro 6,75,HR725S,715/2007*195/2013W,60.00,3750,NA,73,NA,NA,NA
Benzine,1,4.40,5.10,6.20,118,Euro 5,78,6KJN29,715/2007*566/2011F,63.00,3600,NA,NA,NA,0.00170,NA
Benzine,1,4.40,5.10,6.20,118,Euro 5,78,9TNT49,715/2007*630/2012J,63.00,3600,NA,NA,NA,0.00170,NA
Benzine,1,5.30,6.60,8.70,154,Euro 5,75,45RBH1,715/2007*692/2008A,92.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,36TXZR,70/220*2003/76B,66.00,4200,NA,71,NA,NA,NA
Benzine,1,6.00,7.50,10.10,177,Euro 4,84,66HPB1,70/220*2003/76B,88.00,4500,NA,NA,NA,NA,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,53JLN5,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Benzine,1,4.60,5.50,7.10,129,Euro 5,77,9ZVG90,715/2007*459/2012J,103.00,3675,NA,NA,NA,NA,NA
Diesel,1,3.10,3.40,3.90,88,Euro 5,71,5SVK12,715/2007*630/2012J,77.00,2700,NA,NA,NA,0.00026,0.50
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,7SBR59,715/2007*630/2012J,50.00,3750,NA,71,NA,NA,NA
Benzine,1,4.30,4.90,6.10,114,Euro 6,73,KS769X,715/2007*195/2013W,92.00,3750,NA,70,NA,0.00017,NA
Diesel,1,3.30,3.80,4.50,99,Euro 6,75,HH842F,715/2007*136/2014W,100.00,3000,NA,NA,NA,0.00015,0.50
Diesel,1,3.50,3.90,4.70,104,Euro 5,76,23RKL4,715/2007*692/2008A,70.00,3000,NA,NA,NA,0.00012,0.50
Benzine,1,6.00,7.90,11.20,189,NA,77,55LRH5,NA,107.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.70,4.10,5.10,94,Euro 6,74,PT304D,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,5.30,6.40,8.30,149,Euro 5,71,91PPL3,715/2007*692/2008F,132.00,3750,NA,NA,NA,0.00103,NA
Benzine,1,4.40,5.30,6.80,125,Euro 5,84,16SHS6,715/2007*566/2011A,63.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,98,Euro 6,83,JR123P,715/2007*136/2014W,70.00,3750,NA,69,NA,0.00081,NA
Benzine,1,5.00,6.10,8.00,143,Euro 5,73,24PGD1,715/2007*692/2008F,88.00,3600,NA,NA,NA,NA,NA
Diesel,1,3.00,3.10,3.40,82,Euro 6,75,KV505X,715/2007*136/2014W,70.00,2813,NA,68,NA,0.00030,0.50
Benzine,1,5.40,6.70,8.90,161,Euro 4,81,68LHL6,70/220*2003/76B,85.00,4500,NA,72,NA,NA,NA
Benzine,1,4.90,6.10,8.40,144,Euro 5,73,39PHH8,715/2007*692/2008A,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.10,6.00,7.60,139,Euro 6,76,JH724H,715/2007*136/2014W,103.00,3750,NA,72,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,KG480T,715/2007*2015/45W,59.00,3750,NA,70,NA,0.00120,NA
Diesel,1,6.90,7.90,9.60,208,NA,84,44KLL4,NA,63.00,2625,NA,NA,NA,0.00200,0.54
Benzine,1,5.60,7.10,9.60,169,Euro 4,85,33ZFPT,70/220*2003/76B,75.00,4200,NA,70,NA,NA,NA
Diesel,1,3.70,4.20,5.10,109,Euro 5,71,38ZDL2,715/2007*692/2008A,70.00,2700,NA,NA,NA,0.00080,0.56
